hostname,ip,fabric,site,hall,vendor,model,role,tag,credential
LSW-IL4-H2-R116-TYC-P1-N27,10.32.42.27,tyc,mars,hall-2,arista,eos,leaf,do-not-search,tyc
LSW-IL4-H2-R116-TYC-P1-N28,10.32.42.28,tyc,mars,hall-2,arista,eos,leaf,do-not-search,tyc
LSW-IL4-H2-R117-TYC-P1-N29,10.32.42.29,tyc,mars,hall-2,arista,eos,leaf,do-not-search,tyc
LSW-IL4-H2-R117-TYC-P1-N30,10.32.42.30,tyc,mars,hall-2,arista,eos,leaf,do-not-search,tyc
LSW-IL4-H2-R118-TYC-P1-N31,10.32.42.31,tyc,mars,hall-2,arista,eos,leaf,do-not-search,tyc
LSW-IL4-H2-R118-TYC-P1-N32,10.32.42.32,tyc,mars,hall-2,arista,eos,leaf,do-not-search,tyc
LSW-IL4-H2-R119-TYC-P1-N33,10.32.42.33,tyc,mars,hall-2,arista,eos,leaf,do-not-search,tyc
LSW-IL4-H2-R119-TYC-P1-N34,10.32.42.34,tyc,mars,hall-2,arista,eos,leaf,do-not-search,tyc
LSW-IL4-H2-R201-TYC-P1-N35,10.32.42.35,tyc,mars,hall-2,arista,eos,leaf,do-not-search,tyc
LSW-IL4-H2-R201-TYC-P1-N36,10.32.42.36,tyc,mars,hall-2,arista,eos,leaf,do-not-search,tyc
LSW-IL4-H2-R202-TYC-P1-N37,10.32.42.37,tyc,mars,hall-2,arista,eos,leaf,do-not-search,tyc
LSW-IL4-H2-R202-TYC-P1-N38,10.32.42.38,tyc,mars,hall-2,arista,eos,leaf,do-not-search,tyc
LSW-IL4-H2-R203-TYC-P1-N39,10.32.42.39,tyc,mars,hall-2,arista,eos,leaf,do-not-search,tyc
LSW-IL4-H2-R203-TYC-P1-N40,10.32.42.40,tyc,mars,hall-2,arista,eos,leaf,do-not-search,tyc
LSW-IL4-H2-R204-TYC-P1-N41,10.32.42.41,tyc,mars,hall-2,arista,eos,leaf,do-not-search,tyc
LSW-IL4-H2-R204-TYC-P1-N42,10.32.42.42,tyc,mars,hall-2,arista,eos,leaf,do-not-search,tyc
LSW-IL4-H2-R205-TYC-P1-N43,10.32.42.43,tyc,mars,hall-2,arista,eos,leaf,do-not-search,tyc
LSW-IL4-H2-R205-TYC-P1-N44,10.32.42.44,tyc,mars,hall-2,arista,eos,leaf,do-not-search,tyc
LSW-IL4-H2-R206-TYC-P1-N45,10.32.42.45,tyc,mars,hall-2,arista,eos,leaf,do-not-search,tyc
LSW-IL4-H2-R206-TYC-P1-N46,10.32.42.46,tyc,mars,hall-2,arista,eos,leaf,do-not-search,tyc
LSW-IL4-H2-R207-TYC-P1-N47,10.32.42.47,tyc,mars,hall-2,arista,eos,leaf,do-not-search,tyc
LSW-IL4-H2-R207-TYC-P1-N48,10.32.42.48,tyc,mars,hall-2,arista,eos,leaf,do-not-search,tyc
LSW-IL4-H2-R208-TYC-P1-N49,10.32.42.49,tyc,mars,hall-2,arista,eos,leaf,do-not-search,tyc
LSW-IL4-H2-R208-TYC-P1-N50,10.32.42.50,tyc,mars,hall-2,arista,eos,leaf,do-not-search,tyc
LSW-IL4-H2-R209-TYC-P1-N51,10.32.42.51,tyc,mars,hall-2,arista,eos,leaf,do-not-search,tyc
LSW-IL4-H2-R209-TYC-P1-N52,10.32.42.52,tyc,mars,hall-2,arista,eos,leaf,do-not-search,tyc
LSW-IL4-H2-R212-TYC-P1-N53,10.32.42.53,tyc,mars,hall-2,arista,eos,leaf,do-not-search,tyc
LSW-IL4-H2-R212-TYC-P1-N54,10.32.42.54,tyc,mars,hall-2,arista,eos,leaf,do-not-search,tyc
LSW-IL4-H2-R213-TYC-P1-N55,10.32.42.55,tyc,mars,hall-2,arista,eos,leaf,do-not-search,tyc
LSW-IL4-H2-R213-TYC-P1-N56,10.32.42.56,tyc,mars,hall-2,arista,eos,leaf,do-not-search,tyc
LSW-IL4-H2-R214-TYC-P1-N57,10.32.42.57,tyc,mars,hall-2,arista,eos,leaf,do-not-search,tyc
LSW-IL4-H2-R214-TYC-P1-N58,10.32.42.58,tyc,mars,hall-2,arista,eos,leaf,do-not-search,tyc
LSW-IL4-H2-R215-TYC-P1-N59,10.32.42.59,tyc,mars,hall-2,arista,eos,leaf,do-not-search,tyc
LSW-IL4-H2-R215-TYC-P1-N60,10.32.42.60,tyc,mars,hall-2,arista,eos,leaf,do-not-search,tyc
LSW-IL4-H2-R216-TYC-P1-N61,10.32.42.61,tyc,mars,hall-2,arista,eos,leaf,do-not-search,tyc
LSW-IL4-H2-R216-TYC-P1-N62,10.32.42.62,tyc,mars,hall-2,arista,eos,leaf,do-not-search,tyc
LSW-IL4-H2-R217-TYC-P1-N63,10.32.42.63,tyc,mars,hall-2,arista,eos,leaf,do-not-search,tyc
LSW-IL4-H2-R217-TYC-P1-N64,10.32.42.64,tyc,mars,hall-2,arista,eos,leaf,do-not-search,tyc
LSW-IL4-H2-R218-TYC-P1-N65,10.32.42.65,tyc,mars,hall-2,arista,eos,leaf,do-not-search,tyc
LSW-IL4-H2-R218-TYC-P1-N66,10.32.42.66,tyc,mars,hall-2,arista,eos,leaf,do-not-search,tyc
LSW-IL4-H2-R219-TYC-P1-N67,10.32.42.67,tyc,mars,hall-2,arista,eos,leaf,do-not-search,tyc
LSW-IL4-H2-R219-TYC-P1-N68,10.32.42.68,tyc,mars,hall-2,arista,eos,leaf,do-not-search,tyc
LSW-IL4-H2-R301-TYC-P1-N69,10.32.42.69,tyc,mars,hall-2,arista,eos,leaf,do-not-search,tyc
LSW-IL4-H2-R301-TYC-P1-N70,10.32.42.70,tyc,mars,hall-2,arista,eos,leaf,do-not-search,tyc
LSW-IL4-H2-R302-TYC-P1-N71,10.32.42.71,tyc,mars,hall-2,arista,eos,leaf,do-not-search,tyc
LSW-IL4-H2-R302-TYC-P1-N72,10.32.42.72,tyc,mars,hall-2,arista,eos,leaf,do-not-search,tyc
LSW-IL4-H2-R303-TYC-P1-N73,10.32.42.73,tyc,mars,hall-2,arista,eos,leaf,do-not-search,tyc
LSW-IL4-H2-R303-TYC-P1-N74,10.32.42.74,tyc,mars,hall-2,arista,eos,leaf,do-not-search,tyc
LSW-IL4-H2-R304-TYC-P1-N75,10.32.42.75,tyc,mars,hall-2,arista,eos,leaf,do-not-search,tyc
LSW-IL4-H2-R304-TYC-P1-N76,10.32.42.76,tyc,mars,hall-2,arista,eos,leaf,do-not-search,tyc
LSW-IL4-H2-R305-TYC-P1-N77,10.32.42.77,tyc,mars,hall-2,arista,eos,leaf,do-not-search,tyc
LSW-IL4-H2-R305-TYC-P1-N78,10.32.42.78,tyc,mars,hall-2,arista,eos,leaf,do-not-search,tyc
LSW-IL4-H2-R306-TYC-P1-N79,10.32.42.79,tyc,mars,hall-2,arista,eos,leaf,do-not-search,tyc
LSW-IL4-H2-R306-TYC-P1-N80,10.32.42.80,tyc,mars,hall-2,arista,eos,leaf,do-not-search,tyc
LSW-IL4-H2-R307-TYC-P1-N81,10.32.42.81,tyc,mars,hall-2,arista,eos,leaf,do-not-search,tyc
LSW-IL4-H2-R307-TYC-P1-N82,10.32.42.82,tyc,mars,hall-2,arista,eos,leaf,do-not-search,tyc
LSW-IL4-H2-R308-TYC-P1-N83,10.32.42.83,tyc,mars,hall-2,arista,eos,leaf,do-not-search,tyc
LSW-IL4-H2-R308-TYC-P1-N84,10.32.42.84,tyc,mars,hall-2,arista,eos,leaf,do-not-search,tyc
LSW-IL4-H2-R309-TYC-P1-N85,10.32.42.85,tyc,mars,hall-2,arista,eos,leaf,do-not-search,tyc
LSW-IL4-H2-R309-TYC-P1-N86,10.32.42.86,tyc,mars,hall-2,arista,eos,leaf,do-not-search,tyc
LSW-IL4-H2-R311-TYC-P1-N87,10.32.42.87,tyc,mars,hall-2,arista,eos,leaf,do-not-search,tyc
LSW-IL4-H2-R311-TYC-P1-N88,10.32.42.88,tyc,mars,hall-2,arista,eos,leaf,do-not-search,tyc
LSW-IL4-H2-R312-TYC-P1-N89,10.32.42.89,tyc,mars,hall-2,arista,eos,leaf,do-not-search,tyc
LSW-IL4-H2-R312-TYC-P1-N90,10.32.42.90,tyc,mars,hall-2,arista,eos,leaf,do-not-search,tyc
LSW-IL4-H2-R313-TYC-P1-N91,10.32.42.91,tyc,mars,hall-2,arista,eos,leaf,do-not-search,tyc
LSW-IL4-H2-R313-TYC-P1-N92,10.32.42.92,tyc,mars,hall-2,arista,eos,leaf,do-not-search,tyc
LSW-IL4-H2-R314-TYC-P1-N93,10.32.42.93,tyc,mars,hall-2,arista,eos,leaf,do-not-search,tyc
LSW-IL4-H2-R314-TYC-P1-N94,10.32.42.94,tyc,mars,hall-2,arista,eos,leaf,do-not-search,tyc
LSW-IL4-H2-R315-TYC-P1-N95,10.32.42.95,tyc,mars,hall-2,arista,eos,leaf,do-not-search,tyc
LSW-IL4-H2-R315-TYC-P1-N96,10.32.42.96,tyc,mars,hall-2,arista,eos,leaf,do-not-search,tyc
LSW-IL4-H2-R316-TYC-P1-N97,10.32.42.97,tyc,mars,hall-2,arista,eos,leaf,do-not-search,tyc
LSW-IL4-H2-R316-TYC-P1-N98,10.32.42.98,tyc,mars,hall-2,arista,eos,leaf,do-not-search,tyc
LSW-IL4-H2-R317-TYC-P1-N99,10.32.42.99,tyc,mars,hall-2,arista,eos,leaf,do-not-search,tyc
LSW-IL4-H2-R317-TYC-P1-N100,10.32.42.100,tyc,mars,hall-2,arista,eos,leaf,do-not-search,tyc
LSW-IL4-H2-R318-TYC-P1-N101,10.32.42.101,tyc,mars,hall-2,arista,eos,leaf,do-not-search,tyc
LSW-IL4-H2-R318-TYC-P1-N102,10.32.42.102,tyc,mars,hall-2,arista,eos,leaf,do-not-search,tyc
LSW-IL4-H2-R319-TYC-P1-N103,10.32.42.103,tyc,mars,hall-2,arista,eos,leaf,do-not-search,tyc
LSW-IL4-H2-R319-TYC-P1-N104,10.32.42.104,tyc,mars,hall-2,arista,eos,leaf,do-not-search,tyc
LSW-IL4-H2-R401-TYC-P1-N105,10.32.42.105,tyc,mars,hall-2,arista,eos,leaf,do-not-search,tyc
LSW-IL4-H2-R401-TYC-P1-N106,10.32.42.106,tyc,mars,hall-2,arista,eos,leaf,do-not-search,tyc
LSW-IL4-H2-R402-TYC-P1-N107,10.32.42.107,tyc,mars,hall-2,arista,eos,leaf,do-not-search,tyc
LSW-IL4-H2-R402-TYC-P1-N108,10.32.42.108,tyc,mars,hall-2,arista,eos,leaf,do-not-search,tyc
LSW-IL4-H2-R403-TYC-P1-N109,10.32.42.109,tyc,mars,hall-2,arista,eos,leaf,do-not-search,tyc
LSW-IL4-H2-R403-TYC-P1-N110,10.32.42.110,tyc,mars,hall-2,arista,eos,leaf,do-not-search,tyc
LSW-IL4-H2-R404-TYC-P1-N111,10.32.42.111,tyc,mars,hall-2,arista,eos,leaf,do-not-search,tyc
LSW-IL4-H2-R404-TYC-P1-N112,10.32.42.112,tyc,mars,hall-2,arista,eos,leaf,do-not-search,tyc
LSW-IL4-H2-R405-TYC-P1-N113,10.32.42.113,tyc,mars,hall-2,arista,eos,leaf,do-not-search,tyc
LSW-IL4-H2-R405-TYC-P1-N114,10.32.42.114,tyc,mars,hall-2,arista,eos,leaf,do-not-search,tyc
LSW-IL4-H2-R406-TYC-P1-N115,10.32.42.115,tyc,mars,hall-2,arista,eos,leaf,do-not-search,tyc
LSW-IL4-H2-R406-TYC-P1-N116,10.32.42.116,tyc,mars,hall-2,arista,eos,leaf,do-not-search,tyc
LSW-IL4-H2-R407-TYC-P1-N117,10.32.42.117,tyc,mars,hall-2,arista,eos,leaf,do-not-search,tyc
LSW-IL4-H2-R407-TYC-P1-N118,10.32.42.118,tyc,mars,hall-2,arista,eos,leaf,do-not-search,tyc
LSW-IL4-H2-R408-TYC-P1-N119,10.32.42.119,tyc,mars,hall-2,arista,eos,leaf,do-not-search,tyc
LSW-IL4-H2-R408-TYC-P1-N120,10.32.42.120,tyc,mars,hall-2,arista,eos,leaf,do-not-search,tyc
LSW-IL4-H2-R409-TYC-P1-N121,10.32.42.121,tyc,mars,hall-2,arista,eos,leaf,do-not-search,tyc
LSW-IL4-H2-R409-TYC-P1-N122,10.32.42.122,tyc,mars,hall-2,arista,eos,leaf,do-not-search,tyc
LSW-IL4-H2-R412-TYC-P1-N123,10.32.42.123,tyc,mars,hall-2,arista,eos,leaf,do-not-search,tyc
LSW-IL4-H2-R412-TYC-P1-N124,10.32.42.124,tyc,mars,hall-2,arista,eos,leaf,do-not-search,tyc
LSW-IL4-H2-R413-TYC-P1-N125,10.32.42.125,tyc,mars,hall-2,arista,eos,leaf,do-not-search,tyc
LSW-IL4-H2-R413-TYC-P1-N126,10.32.42.126,tyc,mars,hall-2,arista,eos,leaf,do-not-search,tyc
LSW-IL4-H2-R414-TYC-P1-N127,10.32.42.127,tyc,mars,hall-2,arista,eos,leaf,do-not-search,tyc
LSW-IL4-H2-R414-TYC-P1-N128,10.32.42.128,tyc,mars,hall-2,arista,eos,leaf,do-not-search,tyc
LSW-IL4-H2-R415-TYC-P1-N129,10.32.42.129,tyc,mars,hall-2,arista,eos,leaf,do-not-search,tyc
LSW-IL4-H2-R415-TYC-P1-N130,10.32.42.130,tyc,mars,hall-2,arista,eos,leaf,do-not-search,tyc
LSW-IL4-H2-R416-TYC-P1-N131,10.32.42.131,tyc,mars,hall-2,arista,eos,leaf,do-not-search,tyc
LSW-IL4-H2-R416-TYC-P1-N132,10.32.42.132,tyc,mars,hall-2,arista,eos,leaf,do-not-search,tyc
LSW-IL4-H2-R417-TYC-P1-N133,10.32.42.133,tyc,mars,hall-2,arista,eos,leaf,do-not-search,tyc
LSW-IL4-H2-R417-TYC-P1-N134,10.32.42.134,tyc,mars,hall-2,arista,eos,leaf,do-not-search,tyc
LSW-IL4-H2-R418-TYC-P1-N135,10.32.42.135,tyc,mars,hall-2,arista,eos,leaf,do-not-search,tyc
LSW-IL4-H2-R418-TYC-P1-N136,10.32.42.136,tyc,mars,hall-2,arista,eos,leaf,do-not-search,tyc
LSW-IL4-H2-R419-TYC-P1-N137,10.32.42.137,tyc,mars,hall-2,arista,eos,leaf,do-not-search,tyc
LSW-IL4-H2-R419-TYC-P1-N138,10.32.42.138,tyc,mars,hall-2,arista,eos,leaf,do-not-search,tyc
LSW-IL4-H2-R501-TYC-P1-N139,10.32.42.139,tyc,mars,hall-2,arista,eos,leaf,do-not-search,tyc
LSW-IL4-H2-R501-TYC-P1-N140,10.32.42.140,tyc,mars,hall-2,arista,eos,leaf,do-not-search,tyc
LSW-IL4-H2-R502-TYC-P1-N141,10.32.42.141,tyc,mars,hall-2,arista,eos,leaf,do-not-search,tyc
LSW-IL4-H2-R502-TYC-P1-N142,10.32.42.142,tyc,mars,hall-2,arista,eos,leaf,do-not-search,tyc
LSW-IL4-H2-R503-TYC-P1-N143,10.32.42.143,tyc,mars,hall-2,arista,eos,leaf,do-not-search,tyc
LSW-IL4-H2-R503-TYC-P1-N144,10.32.42.144,tyc,mars,hall-2,arista,eos,leaf,do-not-search,tyc
LSW-IL4-H2-R504-TYC-P1-N145,10.32.42.145,tyc,mars,hall-2,arista,eos,leaf,do-not-search,tyc
LSW-IL4-H2-R504-TYC-P1-N146,10.32.42.146,tyc,mars,hall-2,arista,eos,leaf,do-not-search,tyc
LSW-IL4-H2-R505-TYC-P1-N148,10.32.42.148,tyc,mars,hall-2,arista,eos,leaf,do-not-search,tyc
LSW-IL4-H2-R506-TYC-P1-N149,10.32.42.149,tyc,mars,hall-2,arista,eos,leaf,do-not-search,tyc
LSW-IL4-H2-R506-TYC-P1-N150,10.32.42.150,tyc,mars,hall-2,arista,eos,leaf,do-not-search,tyc
LSW-IL4-H2-R507-TYC-P1-N151,10.32.42.151,tyc,mars,hall-2,arista,eos,leaf,do-not-search,tyc
LSW-IL4-H2-R507-TYC-P1-N152,10.32.42.152,tyc,mars,hall-2,arista,eos,leaf,do-not-search,tyc
LSW-IL4-H2-R508-TYC-P1-N153,10.32.42.153,tyc,mars,hall-2,arista,eos,leaf,do-not-search,tyc
LSW-IL4-H2-R508-TYC-P1-N154,10.32.42.154,tyc,mars,hall-2,arista,eos,leaf,do-not-search,tyc
LSW-IL4-H2-R509-TYC-P1-N155,10.32.42.155,tyc,mars,hall-2,arista,eos,leaf,do-not-search,tyc
LSW-IL4-H2-R509-TYC-P1-N156,10.32.42.156,tyc,mars,hall-2,arista,eos,leaf,do-not-search,tyc
LSW-IL4-H2-R513-TYC-P1-N157,10.32.42.157,tyc,mars,hall-2,arista,eos,leaf,do-not-search,tyc
LSW-IL4-H2-R513-TYC-P1-N158,10.32.42.158,tyc,mars,hall-2,arista,eos,leaf,do-not-search,tyc
LSW-IL4-H2-R514-TYC-P1-N159,10.32.42.159,tyc,mars,hall-2,arista,eos,leaf,do-not-search,tyc
LSW-IL4-H2-R514-TYC-P1-N160,10.32.42.160,tyc,mars,hall-2,arista,eos,leaf,do-not-search,tyc
LSW-IL4-H2-R515-TYC-P1-N161,10.32.42.161,tyc,mars,hall-2,arista,eos,leaf,do-not-search,tyc
LSW-IL4-H2-R515-TYC-P1-N162,10.32.42.162,tyc,mars,hall-2,arista,eos,leaf,do-not-search,tyc
LSW-IL4-H2-R516-TYC-P1-N163,10.32.42.163,tyc,mars,hall-2,arista,eos,leaf,do-not-search,tyc
LSW-IL4-H2-R516-TYC-P1-N164,10.32.42.164,tyc,mars,hall-2,arista,eos,leaf,do-not-search,tyc
LSW-IL4-H2-R517-TYC-P1-N165,10.32.42.165,tyc,mars,hall-2,arista,eos,leaf,do-not-search,tyc
LSW-IL4-H2-R517-TYC-P1-N166,10.32.42.166,tyc,mars,hall-2,arista,eos,leaf,do-not-search,tyc
LSW-IL4-H2-R518-TYC-P1-N167,10.32.42.167,tyc,mars,hall-2,arista,eos,leaf,do-not-search,tyc
LSW-IL4-H2-R518-TYC-P1-N168,10.32.42.168,tyc,mars,hall-2,arista,eos,leaf,do-not-search,tyc
LSW-IL4-H2-R519-TYC-P1-N169,10.32.42.169,tyc,mars,hall-2,arista,eos,leaf,do-not-search,tyc
LSW-IL4-H2-R519-TYC-P1-N170,10.32.42.170,tyc,mars,hall-2,arista,eos,leaf,do-not-search,tyc
LSW-IL4-H2-R520-TYC-P1-N171,10.32.42.171,tyc,mars,hall-2,arista,eos,leaf,do-not-search,tyc
LSW-IL4-H2-R520-TYC-P1-N172,10.32.42.172,tyc,mars,hall-2,arista,eos,leaf,do-not-search,tyc
SSW-ES-H13-R2DW25-TYC-P1-N01,10.34.11.201,tyc,venus,hall-13,cisco,nx-os,spine,do-not-search,tyc
SSW-ES-H13-R2ED24-TYC-P1-N02,10.34.11.202,tyc,venus,hall-13,cisco,nx-os,spine,do-not-search,tyc
SSW-ES-H13-R2EP25-TYC-P1-N03,10.34.11.203,tyc,venus,hall-13,cisco,nx-os,spine,do-not-search,tyc
SSW-ES-H13-R2EV24-TYC-P1-N04,10.34.11.204,tyc,venus,hall-13,cisco,nx-os,spine,do-not-search,tyc
SSW-ES-H14-R2DW48-TYC-P1-N01,10.34.12.201,tyc,venus,hall-14,cisco,nx-os,spine,do-not-search,tyc
SSW-ES-H14-R2ED47-TYC-P1-N02,10.34.12.202,tyc,venus,hall-14,cisco,nx-os,spine,do-not-search,tyc
SSW-ES-H14-R2EP48-TYC-P1-N03,10.34.12.203,tyc,venus,hall-14,cisco,nx-os,spine,do-not-search,tyc
SSW-IL2-H9-R202-TYC-P1-N01,10.32.12.201,tyc,mars,hall-9,arista,eos,spine,do-not-search,tyc
SSW-IL2-H9-R202-TYC-P1-N03,10.32.12.203,tyc,mars,hall-9,arista,eos,spine,do-not-search,tyc
SSW-IL2-H9-R302-TYC-P1-N02,10.32.12.202,tyc,mars,hall-9,arista,eos,spine,do-not-search,tyc
SSW-IL2-H9-R302-TYC-P1-N04,10.32.12.204,tyc,mars,hall-9,arista,eos,spine,do-not-search,tyc
SSW-IL4-H2-R110-TYC-P1-N01,10.32.42.201,tyc,mars,hall-2,arista,eos,spine,do-not-search,tyc
SSW-IL4-H2-R210-TYC-P1-N02,10.32.42.202,tyc,mars,hall-2,arista,eos,spine,do-not-search,tyc
SSW-IL4-H2-R410-TYC-P1-N03,10.32.42.203,tyc,mars,hall-2,arista,eos,spine,do-not-search,tyc
SSW-IL4-H2-R510-TYC-P1-N04,10.32.42.204,tyc,mars,hall-2,arista,eos,spine,do-not-search,tyc
DCFW-IL2-H2-R117-TYC-P0-N02,10.32.0.18,tyc,mars,hall-2,palo-alto,panos,firewall,do-not-search,tyc
DCFW-IL2-H2-R217-TYC-P0-N01,10.32.0.17,tyc,mars,hall-2,palo-alto,panos,firewall,natlookup,mars_tyc_fw1_api_key
DCFW-ES-H4-RZDK56-TYC-P0-N01,10.34.0.17,tyc,venus,hall-4,cisco,panos,firewall,natlookup,venus_tyc_fw1_api_key
DCFW-ES-H4-RZDL52-TYC-P0-N02,10.34.0.18,tyc,venus,hall-4,cisco,panos,firewall,do-not-search,tyc
WANEDGESW-IL2-H2-R217-WED-P0-N01,10.32.0.242,tyc,mars,hall-2,arista,eos,wan-edge,do-not-search,tyc
WANEDGESW-IL2-H2-R117-WED-P0-N02,10.32.0.243,tyc,mars,hall-2,arista,eos,wan-edge,do-not-search,tyc
WANEDGESW-IL2-H9-R802-WED-N01,10.42.0.242,tgo,mars,hall-9,arista,eos,wan-edge,do-not-search,tgo
WANEDGESW-IL2-H9-R702-WED-N02,10.42.0.243,tgo,mars,hall-9,arista,eos,wan-edge,do-not-search,tgo
LSW-IL2-H9-R806-TGO-N23,10.42.1.23,tgo,mars,hall-9,arista,eos,leaf,do-not-search,tgo
LSW-IL2-H9-R806-TGO-N24,10.42.1.24,tgo,mars,hall-9,arista,eos,leaf,do-not-search,tgo
LSW-IL2-H9-R807-TGO-N25,10.42.1.25,tgo,mars,hall-9,arista,eos,leaf,do-not-search,tgo
LSW-IL2-H9-R807-TGO-N26,10.42.1.26,tgo,mars,hall-9,arista,eos,leaf,do-not-search,tgo
LSW-IL2-H9-R808-TGO-N27,10.42.1.27,tgo,mars,hall-9,arista,eos,leaf,do-not-search,tgo
LSW-IL2-H9-R808-TGO-N28,10.42.1.28,tgo,mars,hall-9,arista,eos,leaf,do-not-search,tgo
LSW-IL2-H9-R809-TGO-N29,10.42.1.29,tgo,mars,hall-9,arista,eos,leaf,do-not-search,tgo
LSW-IL2-H9-R809-TGO-N30,10.42.1.30,tgo,mars,hall-9,arista,eos,leaf,do-not-search,tgo
LSW-IL2-H9-R810-TGO-N31,10.42.1.31,tgo,mars,hall-9,arista,eos,leaf,do-not-search,tgo
LSW-IL2-H9-R810-TGO-N32,10.42.1.32,tgo,mars,hall-9,arista,eos,leaf,do-not-search,tgo
LSW-IL2-H9-R811-TGO-N33,10.42.1.33,tgo,mars,hall-9,arista,eos,leaf,do-not-search,tgo
LSW-IL2-H9-R811-TGO-N34,10.42.1.34,tgo,mars,hall-9,arista,eos,leaf,do-not-search,tgo
LSW-IL2-H9-R812-TGO-N35,10.42.1.35,tgo,mars,hall-9,arista,eos,leaf,do-not-search,tgo
LSW-IL2-H9-R812-TGO-N36,10.42.1.36,tgo,mars,hall-9,arista,eos,leaf,do-not-search,tgo
LSW-IL2-H9-R603-TGO-N37,10.42.1.37,tgo,mars,hall-9,arista,eos,leaf,do-not-search,tgo
LSW-IL2-H9-R603-TGO-N38,10.42.1.38,tgo,mars,hall-9,arista,eos,leaf,do-not-search,tgo
LSW-IL2-H9-R604-TGO-N39,10.42.1.39,tgo,mars,hall-9,arista,eos,leaf,do-not-search,tgo
LSW-IL2-H9-R604-TGO-N40,10.42.1.40,tgo,mars,hall-9,arista,eos,leaf,do-not-search,tgo
LSW-IL2-H9-R605-TGO-N41,10.42.1.41,tgo,mars,hall-9,arista,eos,leaf,do-not-search,tgo
WANRTR-ES-H4-RZDK56-WED-P0-N01,10.34.0.21,tyc,venus,hall-4,cisco,asr,wan-router,do-not-search,tyc
WANRTR-ES-H4-RZDL52-WED-P0-N02,10.34.0.22,tyc,venus,hall-4,cisco,asr,wan-router,do-not-search,tyc
WANRTR-IL2-H2-R117-WED-P0-N02,10.32.0.22,tyc,mars,hall-2,arista,eos,wan-router,do-not-search,tyc
WANRTR-IL2-H2-R217-WED-P0-N01,10.32.0.21,tyc,mars,hall-2,arista,eos,wan-router,do-not-search,tyc
DCIRTR-ES-H4-RZDK56-WED-P0-N01,10.34.0.35,tyc,venus,hall-4,arista,eos,dci-router,do-not-search,tyc
DCIRTR-ES-H4-RZDL52-WED-P0-N02,10.34.0.36,tyc,venus,hall-4,arista,eos,dci-router,do-not-search,tyc
DCIRTR-IL2-H2-R117-WED-P0-N02,10.32.0.36,tyc,mars,hall-2,arista,eos,dci-router,do-not-search,tyc
DCIRTR-IL2-H2-R217-WED-P0-N01,10.32.0.35,tyc,mars,hall-2,arista,eos,dci-router,do-not-search,tyc
DCFW-ES-H4-RZDK88-3RD-P0-N01,10.71.0.17,3rd,venus,hall-4,fortigate,fortios,firewall,do-not-search,tyc
DCFW-ES-H4-RZDL84-3RD-P0-N02,10.71.0.18,3rd,venus,hall-4,fortigate,fortios,firewall,do-not-search,tyc
BLSW-ES-H4-RZDK88-3RD-P1-N01,10.71.1.191,3rd,venus,hall-4,cisco,nx-os,border-leaf,do-not-search,tyc
BLSW-ES-H4-RZDL84-3RD-P1-N02,10.71.1.192,3rd,venus,hall-4,cisco,nx-os,border-leaf,do-not-search,tyc
LSW-ES-H4-RZDP88-3RD-P1-N01,10.71.1.1,3rd,venus,hall-4,cisco,nx-os,leaf,leaf-search,tyc
LSW-ES-H4-RZDP88-3RD-P1-N02,10.71.1.2,3rd,venus,hall-4,cisco,nx-os,leaf,do-not-search,tyc
LSW-ES-H4-RZDQ84-3RD-P1-N17,10.71.1.17,3rd,venus,hall-4,cisco,nx-os,leaf,do-not-search,tyc
LSW-ES-H4-RZDQ84-3RD-P1-N18,10.71.1.18,3rd,venus,hall-4,cisco,nx-os,leaf,do-not-search,tyc
LSW-ES-H4-RZDQ88-3RD-P1-N03,10.71.1.3,3rd,venus,hall-4,cisco,nx-os,leaf,do-not-search,tyc
LSW-ES-H4-RZDQ88-3RD-P1-N04,10.71.1.4,3rd,venus,hall-4,cisco,nx-os,leaf,do-not-search,tyc
LSW-ES-H4-RZDR84-3RD-P1-N19,10.71.1.19,3rd,venus,hall-4,cisco,nx-os,leaf,do-not-search,tyc
LSW-ES-H4-RZDR84-3RD-P1-N20,10.71.1.20,3rd,venus,hall-4,cisco,nx-os,leaf,do-not-search,tyc
LSW-ES-H4-RZDR88-3RD-P1-N05,10.71.1.5,3rd,venus,hall-4,cisco,nx-os,leaf,do-not-search,tyc
LSW-ES-H4-RZDR88-3RD-P1-N06,10.71.1.6,3rd,venus,hall-4,cisco,nx-os,leaf,do-not-search,tyc
LSW-ES-H4-RZDS84-3RD-P1-N21,10.71.1.21,3rd,venus,hall-4,cisco,nx-os,leaf,leaf-search,tyc
LSW-ES-H4-RZDS84-3RD-P1-N22,10.71.1.22,3rd,venus,hall-4,cisco,nx-os,leaf,do-not-search,tyc
LSW-ES-H4-RZDT88-3RD-P1-N07,10.71.1.7,3rd,venus,hall-4,cisco,nx-os,leaf,do-not-search,tyc
LSW-ES-H4-RZDT88-3RD-P1-N08,10.71.1.8,3rd,venus,hall-4,cisco,nx-os,leaf,do-not-search,tyc
LSW-ES-H4-RZDU84-3RD-P1-N23,10.71.1.23,3rd,venus,hall-4,cisco,nx-os,leaf,do-not-search,tyc
LSW-ES-H4-RZDU84-3RD-P1-N24,10.71.1.24,3rd,venus,hall-4,cisco,nx-os,leaf,do-not-search,tyc
